source_pdf,source_page,source_table_index,category,subcategory,part,radial_size_normalized,cost_full,cost_empty,mass_full_or_value,mass_empty,max_temp_k_full_or_value,max_temp_k_secondary_or_skin,parameters_json,radial_size,cost,mass_t,mass_t_full,mass_t_empty,max_temp_k,tolerance_g,capacity,capacity_electricity,torque_kn_m,s_a_s_level,electricity_electricity_per_s,oxidizer,liquid_fuel,monopropellant,xenon,ore,fuel,fuel_per_s,thrust_kn,thrust_kn_atm,thrust_kn_vac,twr,twr_atm,twr_vac,twr_full_atm,twr_full_vac,twr_empty_atm,twr_empty_vac,isp_s_atm,isp_s_vac,ablator,antenna_rating,brake_torque_knm,crew_capacity,data_size_mits,deflection_range_deg,deflection_surface_part_percent,deployable,dimensions_m_l,dimensions_m_sd,dimensions_m_w_per_e,ejection_impulse_kgf_s,electricity_electricity_per_mit,electricity_per_mass_electricity_per_s_t,experiment_base_science_value,fuel_consumption_per_s,full_deploy_altitude_m,fully_deployed_diameter,intake_air_initial_per_max,intake_area_m2,inventory_slots,isp_s_empty_atm,isp_s_empty_vac,lift,max_altitude_m,max_length_m,max_motor_speed_m_per_s,max_radius_m,net_transmission_speed_mits_per_s,packed_volume_l,panel_cost_per_m2,panel_mass_t_per_m2,relay_capable,required_crew,required_crew_per_power,scanning_mode,scanning_resource,semi_deploy_pressure_atm,semi_deployed_diameter,stacking_capacity,steerable,tolerance_m_per_s,volume_limit_l,xenon_per_s
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"LV-1R ""Spider"" Liquid Fuel Engine",Radial mounted,120,,0.02,,2000,,"{""cost"": ""120"", ""mass_t"": ""0.02"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""thrust_kn_atm"": ""1.79"", ""thrust_kn_vac"": ""2.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Radial mounted,120,0.02,,,2000,50,,,,,,,,,,,,,,1.79,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"24-77 ""Twitch"" Liquid Fuel Engine",Radial mounted,230,,0.08,,2000,,"{""cost"": ""230"", ""mass_t"": ""0.08"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""thrust_kn_atm"": ""15.17"", ""thrust_kn_vac"": ""16.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Radial mounted,230,0.08,,,2000,50,,,,,,,,,,,,,,15.17,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"Mk-55 ""Thud"" Liquid Fuel Engine",Radial mounted,820,,0.90,,2000,,"{""cost"": ""820"", ""mass_t"": ""0.90"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""thrust_kn_atm"": ""108.20"", ""thrust_kn_vac"": ""120.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Radial mounted,820,0.90,,,2000,50,,,,,,,,,,,,,,108.20,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"O-10 ""Puff"" MonoPropellant Fuel Engine",Radial mounted,150,,0.09,,2000,,"{""cost"": ""150"", ""mass_t"": ""0.09"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""thrust_kn_atm"": ""9.60"", ""thrust_kn_vac"": ""20.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Radial mounted,150,0.09,,,2000,50,,,,,,,,,,,,,,9.60,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"LV-1 ""Ant"" Liquid Fuel Engine","Tiny, Radial mounted",110,,0.02,,2000,,"{""cost"": ""110"", ""mass_t"": ""0.02"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny, Radial mounted"", ""thrust_kn_atm"": ""0.51"", ""thrust_kn_vac"": ""2.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}","Tiny, Radial mounted",110,0.02,,,2000,50,,,,,,,,,,,,,,0.51,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"48-7S ""Spark"" Liquid Fuel Engine",Tiny,240,,0.13,,2000,,"{""cost"": ""240"", ""mass_t"": ""0.13"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""thrust_kn_atm"": ""16.56"", ""thrust_kn_vac"": ""20.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Tiny,240,0.13,,,2000,50,,,,,,,,,,,,,,16.56,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"LV-909 ""Terrier"" Liquid Fuel Engine",Small,390,,0.50,,2000,,"{""cost"": ""390"", ""mass_t"": ""0.50"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""thrust_kn_atm"": ""14.78"", ""thrust_kn_vac"": ""60.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Small,390,0.50,,,2000,50,,,,,,,,,,,,,,14.78,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"LV-T30 ""Reliant"" Liquid Fuel Engine",Small,1100,,1.25,,2000,,"{""cost"": ""1100"", ""mass_t"": ""1.25"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""thrust_kn_atm"": ""205.16"", ""thrust_kn_vac"": ""240.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Small,1100,1.25,,,2000,50,,,,,,,,,,,,,,205.16,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"LV-T45 ""Swivel"" Liquid Fuel Engine",Small,1200,,1.50,,2000,,"{""cost"": ""1200"", ""mass_t"": ""1.50"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""thrust_kn_atm"": ""167.97"", ""thrust_kn_vac"": ""215.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Small,1200,1.50,,,2000,50,,,,,,,,,,,,,,167.97,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"S3 KS-25 ""Vector"" Liquid Fuel Engine","Small, Radial mounted",18000,,4.00,,2000,,"{""cost"": ""18000"", ""mass_t"": ""4.00"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small, Radial mounted"", ""thrust_kn_atm"": ""936.51"", ""thrust_kn_vac"": ""1000.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""22""}","Small, Radial mounted",18000,4.00,,,2000,50,,,,,,,,,,,,,,936.51,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"T-1 Toroidal Aerospike ""Dart"" Liquid Fuel Engine","Small, Radial mounted",3850,,1.00,,2000,,"{""cost"": ""3850"", ""mass_t"": ""1.00"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small, Radial mounted"", ""thrust_kn_atm"": ""153.53"", ""thrust_kn_vac"": ""180.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""20""}","Small, Radial mounted",3850,1.00,,,2000,50,,,,,,,,,,,,,,153.53,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"LV-N ""Nerv"" Atomic Rocket Motor",Small,10000,,3.00,,2500,,"{""cost"": ""10000"", ""mass_t"": ""3.00"", ""max_temp_k"": ""2500"", ""radial_size"": ""Small"", ""thrust_kn_atm"": ""13.88"", ""thrust_kn_vac"": ""60.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Small,10000,3.00,,,2500,50,,,,,,,,,,,,,,13.88,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"RE-L10 ""Poodle"" Liquid Fuel Engine",Large,1300,,1.75,,2000,,"{""cost"": ""1300"", ""mass_t"": ""1.75"", ""max_temp_k"": ""2000"", ""radial_size"": ""Large"", ""thrust_kn_atm"": ""64.29"", ""thrust_kn_vac"": ""250.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Large,1300,1.75,,,2000,50,,,,,,,,,,,,,,64.29,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"RE-I5 ""Skipper"" Liquid Fuel Engine",Large,5300,,3.00,,2000,,"{""cost"": ""5300"", ""mass_t"": ""3.00"", ""max_temp_k"": ""2000"", ""radial_size"": ""Large"", ""thrust_kn_atm"": ""568.75"", ""thrust_kn_vac"": ""650.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Large,5300,3.00,,,2000,50,,,,,,,,,,,,,,568.75,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"RE-M3 ""Mainsail"" Liquid Fuel Engine",Large,13000,,6.00,,2000,,"{""cost"": ""13000"", ""mass_t"": ""6.00"", ""max_temp_k"": ""2000"", ""radial_size"": ""Large"", ""thrust_kn_atm"": ""1379.03"", ""thrust_kn_vac"": ""1500.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Large,13000,6.00,,,2000,50,,,,,,,,,,,,,,1379.03,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"LFB KR-1x2 ""Twin-Boar"" Liquid Fuel Engine","Large, Radial mounted",17000,14062.4,42.50,10.50,2000,,"{""cost"": ""17000 (14062.4)"", ""mass_t"": ""42.50 (10.50)"", ""max_temp_k"": ""2000"", ""radial_size"": ""Large, Radial mounted"", ""thrust_kn_atm"": ""1866.67"", ""thrust_kn_vac"": ""2000.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""20""}","Large, Radial mounted",17000 (14062.4),42.50 (10.50),,,2000,50,,,,,,,,,,,,,,1866.67,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
Parts - Kerbal Space Program Wiki.pdf,10,9,Engines,Liquid Fuel Engines,"Kerbodyne KR-2L+ ""Rhino"" Liquid Fuel Engine",Extra large,25000,,9.00,,2000,,"{""cost"": ""25000"", ""mass_t"": ""9.00"", ""max_temp_k"": ""2000"", ""radial_size"": ""Extra large"", ""thrust_kn_atm"": ""1205.88"", ""thrust_kn_vac"": ""2000.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Extra large,25000,9.00,,,2000,50,,,,,,,,,,,,,,1205.88,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,11,10,Engines,Liquid Fuel Engines,"S3 KS-25x4 ""Mammoth"" Liquid Fuel Engine",Extra large,39000,,15.00,,2000,,"{""cost"": ""39000"", ""mass_t"": ""15.00"", ""max_temp_k"": ""2000"", ""radial_size"": ""Extra large"", ""thrust_kn_atm"": ""3746.03"", ""thrust_kn_vac"": ""4000.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""20""}",Extra large,39000,15.00,,,2000,50,,,,,,,,,,,,,,3746.03,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
Parts - Kerbal Space Program Wiki.pdf,11,10,Engines,Liquid Fuel Engines,CR-7 R.A.P.I.E.R. Engine,Small,6000,,2.00,,2000,,"{""cost"": ""6000"", ""mass_t"": ""2.00"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""thrust_kn_atm"": ""162.30"", ""thrust_kn_vac"": ""180.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""20""}",Small,6000,2.00,,,2000,50,,,,,,,,,,,,,,162.30,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
Parts - Kerbal Space Program Wiki.pdf,11,11,Engines,Jet Engines,"J-20 ""Juno"" Basic Jet Engine",Tiny,450,,0.25,,2000,,"{""cost"": ""450"", ""fuel_per_s"": ""0.064"", ""mass_t"": ""0.25"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""thrust_kn"": ""20.0 Mach 0 20.6 Mach 1.3"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7"", ""twr"": ""8.16 Mach 0 8.40 Mach 1.3""}",Tiny,450,0.25,,,2000,50,,,,,,,,,,,,0.064,20.0 Mach 0 20.6 Mach 1.3,,,8.16 Mach 0 8.40 Mach 1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,11,11,Engines,Jet Engines,"J-33 ""Wheesley"" Turbofan Engine",Small,1400,,1.5,,2000,,"{""cost"": ""1400"", ""fuel_per_s"": ""0.233"", ""mass_t"": ""1.5"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""thrust_kn"": ""120.0 Mach 0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7"", ""twr"": ""8.16 Mach 0""}",Small,1400,1.5,,,2000,50,,,,,,,,,,,,0.233,120.0 Mach 0,,,8.16 Mach 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,11,11,Engines,Jet Engines,"J-404 ""Panther"" Afterburning Turbofan",Small,2000,,1.2,,2000,,"{""cost"": ""2000"", ""fuel_per_s"": ""0.193 0.663"", ""mass_t"": ""1.2"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""thrust_kn"": ""85.00 Mach 0 107.89 Mach 1.75 / 130.00 Mach 0 219.48 Mach 2.5"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7"", ""twr"": ""7.22 Mach 0 9.17 Mach 1.75 / 11.05 Mach 0 18.65 Mach 2.5""}",Small,2000,1.2,,,2000,50,,,,,,,,,,,,0.193 0.663,85.00 Mach 0 107.89 Mach 1.75 / 130.00 Mach 0 219.48 Mach 2.5,,,7.22 Mach 0 9.17 Mach 1.75 / 11.05 Mach 0 18.65 Mach 2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,11,11,Engines,Jet Engines,"J-X4 ""Whiplash"" Turbo Ramjet Engine",Small,2250,,1.8,,2000,,"{""cost"": ""2250"", ""fuel_per_s"": ""0.663"", ""mass_t"": ""1.8"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""thrust_kn"": ""130.00 Mach 0 386.66 Mach 3.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7"", ""twr"": ""7.36 Mach 0 21.90 Mach 3.0""}",Small,2250,1.8,,,2000,50,,,,,,,,,,,,0.663,130.00 Mach 0 386.66 Mach 3.0,,,7.36 Mach 0 21.90 Mach 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,11,11,Engines,Jet Engines,"J-90 ""Goliath"" Turbofan Engine",Radial mounted,2600,,4.5,,2000,,"{""cost"": ""2600"", ""fuel_per_s"": ""0.583"", ""mass_t"": ""4.5"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""thrust_kn"": ""360.0 Mach 0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7"", ""twr"": ""8.16 Mach 0""}",Radial mounted,2600,4.5,,,2000,50,,,,,,,,,,,,0.583,360.0 Mach 0,,,8.16 Mach 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,11,11,Engines,Jet Engines,CR-7 R.A.P.I.E.R. Engine,Small,6000,,2.0,,2000,,"{""cost"": ""6000"", ""fuel_per_s"": ""0.669"", ""mass_t"": ""2.0"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""thrust_kn"": ""105.00 Mach 0 465.64 Mach 3.75"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""20"", ""twr"": ""5.35 Mach 0 23.74 Mach 3.75""}",Small,6000,2.0,,,2000,50,,,,,,,,,,,,0.669,105.00 Mach 0 465.64 Mach 3.75,,,5.35 Mach 0 23.74 Mach 3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
Parts - Kerbal Space Program Wiki.pdf,12,12,Engines,Solid Fuel Boosters,"RT-5 ""Flea"" Solid Fuel Booster","Small, Radial mounted",200,116,,,2000,,"{""cost"": ""200 (116)"", ""fuel"": ""140"", ""mass_t_empty"": ""0.45"", ""mass_t_full"": ""1.50"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small, Radial mounted"", ""thrust_kn_atm"": ""162.91"", ""thrust_kn_vac"": ""192.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7"", ""twr_empty_atm"": ""36.92"", ""twr_empty_vac"": ""43.51"", ""twr_full_atm"": ""11.07"", ""twr_full_vac"": ""13.05""}","Small, Radial mounted",200 (116),,1.50,0.45,2000,50,,,,,,,,,,,140,,,162.91,192.0,,,,11.07,13.05,36.92,43.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,12,12,Engines,Solid Fuel Boosters,"RT-10 ""Hammer"" Solid Fuel Booster","Small, Radial mounted",400,175,,,2000,,"{""cost"": ""400 (175)"", ""fuel"": ""375"", ""mass_t_empty"": ""0.75"", ""mass_t_full"": ""3.56"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small, Radial mounted"", ""thrust_kn_atm"": ""197.90"", ""thrust_kn_vac"": ""227.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7"", ""twr_empty_atm"": ""26.91"", ""twr_empty_vac"": ""30.86"", ""twr_full_atm"": ""5.66"", ""twr_full_vac"": ""6.50""}","Small, Radial mounted",400 (175),,3.56,0.75,2000,50,,,,,,,,,,,375,,,197.90,227.0,,,,5.66,6.50,26.91,30.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,12,12,Engines,Solid Fuel Boosters,"BACC ""Thumper"" Solid Fuel Booster","Small, Radial mounted",850,358,,,2200,,"{""cost"": ""850 (358)"", ""fuel"": ""820"", ""mass_t_empty"": ""1.50"", ""mass_t_full"": ""7.65"", ""max_temp_k"": ""2200"", ""radial_size"": ""Small, Radial mounted"", ""thrust_kn_atm"": ""250.00"", ""thrust_kn_vac"": ""300.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7"", ""twr_empty_atm"": ""17.00"", ""twr_empty_vac"": ""20.39"", ""twr_full_atm"": ""3.33"", ""twr_full_vac"": ""4.00""}","Small, Radial mounted",850 (358),,7.65,1.50,2200,50,,,,,,,,,,,820,,,250.00,300.0,,,,3.33,4.00,17.00,20.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,12,12,Engines,Solid Fuel Boosters,"S1 SRB-KD25k ""Kickback"" Solid Fuel Booster","Small, Radial mounted",2700,1140,,,2200,,"{""cost"": ""2700 (1140)"", ""fuel"": ""2600"", ""mass_t_empty"": ""4.50"", ""mass_t_full"": ""24.00"", ""max_temp_k"": ""2200"", ""radial_size"": ""Small, Radial mounted"", ""thrust_kn_atm"": ""593.86"", ""thrust_kn_vac"": ""670.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7"", ""twr_empty_atm"": ""13.46"", ""twr_empty_vac"": ""15.18"", ""twr_full_atm"": ""2.52"", ""twr_full_vac"": ""2.85""}","Small, Radial mounted",2700 (1140),,24.00,4.50,2200,50,,,,,,,,,,,2600,,,593.86,670.0,,,,2.52,2.85,13.46,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,12,12,Engines,Solid Fuel Boosters,Sepratron I,Radial mounted,75,70.2,,,2000,,"{""cost"": ""75 (70.2)"", ""fuel"": ""8"", ""mass_t_empty"": ""0.0125"", ""mass_t_full"": ""0.0725"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""thrust_kn_atm"": ""13.79"", ""thrust_kn_vac"": ""18.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7"", ""twr_empty_atm"": ""112.51"", ""twr_empty_vac"": ""146.8"", ""twr_full_atm"": ""19.40"", ""twr_full_vac"": ""25.32""}",Radial mounted,75 (70.2),,0.0725,0.0125,2000,50,,,,,,,,,,,8,,,13.79,18.0,,,,19.40,25.32,112.51,146.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,12,12,Engines,Solid Fuel Boosters,"FM1 ""Mite"" Solid Fuel Booster","Tiny, Radial mounted",75,51.0,,,2200,,"{""cost"": ""75 (51.0)"", ""fuel"": ""40"", ""mass_t_empty"": ""0.075"", ""mass_t_full"": ""0.375"", ""max_temp_k"": ""2200"", ""radial_size"": ""Tiny, Radial mounted"", ""thrust_kn_atm"": ""11.012"", ""thrust_kn_vac"": ""12.5"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7"", ""twr_empty_atm"": ""14.68"", ""twr_empty_vac"": ""16.66"", ""twr_full_atm"": ""2.93"", ""twr_full_vac"": ""3.33""}","Tiny, Radial mounted",75 (51.0),,0.375,0.075,2200,50,,,,,,,,,,,40,,,11.012,12.5,,,,2.93,3.33,14.68,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,12,12,Engines,Solid Fuel Boosters,"F3S0 ""Shrimp"" Solid Fuel Booster","Tiny, Radial mounted",150,96.0,,,2200,,"{""cost"": ""150 (96.0)"", ""fuel"": ""90"", ""mass_t_empty"": ""0.155"", ""mass_t_full"": ""0.875"", ""max_temp_k"": ""2200"", ""radial_size"": ""Tiny, Radial mounted"", ""thrust_kn_atm"": ""26.512"", ""thrust_kn_vac"": ""30.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7"", ""twr_empty_atm"": ""17.1"", ""twr_empty_vac"": ""19.35"", ""twr_full_atm"": ""3.22"", ""twr_full_vac"": ""3.65""}","Tiny, Radial mounted",150 (96.0),,0.875,0.155,2200,50,,,,,,,,,,,90,,,26.512,30.0,,,,3.22,3.65,17.1,19.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,12,12,Engines,Solid Fuel Boosters,"S2-17 ""Thoroughbred"" Solid Fuel Booster","Large, Radial mounted",9000,4200.0,,,2200,,"{""cost"": ""9000 (4200.0)"", ""fuel"": ""8000"", ""mass_t_empty"": ""10.00"", ""mass_t_full"": ""70.00"", ""max_temp_k"": ""2200"", ""radial_size"": ""Large, Radial mounted"", ""thrust_kn_atm"": ""1515.217"", ""thrust_kn_vac"": ""1700.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10"", ""twr_empty_atm"": ""15.15"", ""twr_empty_vac"": ""17.0"", ""twr_full_atm"": ""2.16"", ""twr_full_vac"": ""2.43""}","Large, Radial mounted",9000 (4200.0),,70.00,10.00,2200,50,,,,,,,,,,,8000,,,1515.217,1700.0,,,,2.16,2.43,15.15,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,12,12,Engines,Solid Fuel Boosters,"S2-33 ""Clydesdale"" Solid Fuel Booster","Large, Radial mounted",18500,8660.0,,,2200,,"{""cost"": ""18500 (8660.0)"", ""fuel"": ""16400"", ""mass_t_empty"": ""21.00"", ""mass_t_full"": ""144.00"", ""max_temp_k"": ""2200"", ""radial_size"": ""Large, Radial mounted"", ""thrust_kn_atm"": ""2948.936"", ""thrust_kn_vac"": ""3300.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10"", ""twr_empty_atm"": ""14.04"", ""twr_empty_vac"": ""15.71"", ""twr_full_atm"": ""2.05"", ""twr_full_vac"": ""2.29""}","Large, Radial mounted",18500 (8660.0),,144.00,21.00,2200,50,,,,,,,,,,,16400,,,2948.936,3300.0,,,,2.05,2.29,14.04,15.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,12,13,Engines,Ion Engines,"IX-6315 ""Dawn"" Electric Propulsion System",Tiny,8000,,0.25,,2000,,"{""cost"": ""8000"", ""electricity_electricity_per_s"": ""8.741"", ""isp_s_atm"": ""100"", ""isp_s_vac"": ""4200"", ""mass_t"": ""0.25"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""thrust_kn_atm"": ""0.048"", ""thrust_kn_vac"": ""2.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7"", ""twr_atm"": ""0.019"", ""twr_vac"": ""0.816"", ""xenon_per_s"": ""0.486""}",Tiny,8000,0.25,,,2000,50,,,,,8.741,,,,,,,,,0.048,2.0,,0.019,0.816,,,,,100,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,0.486
